state,account length,area code,phone number,international plan,voice mail plan,number vmail messages,total day calls,total day charge,total eve calls,total eve charge,total night calls,total night charge,total intl calls,total intl charge,customer service calls,churn
MN,81,415,369-2625,no,no,0,93,33.73,108,17.93,71,8.7,6,2.81,2,FALSE
AK,48,415,389-7073,no,yes,37,115,35.99,84,13.59,80,6.48,1,3.29,1,FALSE
MI,86,415,370-8463,no,yes,28,74,37.67,100,24.51,105,10.81,2,2.43,1,FALSE
DE,71,415,362-7318,no,no,0,108,33.64,109,15.43,56,12.66,5,1.81,3,FALSE
SD,145,408,412-1194,no,yes,24,90,25.08,108,14.93,102,11.34,3,4.21,2,FALSE
MI,137,510,355-9508,no,no,0,122,35.09,102,10.88,84,8.75,5,2.38,2,FALSE
KS,137,408,352-8202,no,no,0,88,35,86,17.79,84,13.05,4,3.92,2,FALSE
AL,167,510,335-5882,no,no,0,88,35.29,63,11.25,98,11.48,5,3.81,0,FALSE
OK,89,510,352-6976,no,no,0,95,51.66,114,22.18,89,14.04,3,1.43,1,TRUE
CT,199,415,393-6733,no,yes,34,121,39.2,99,18.65,94,13.47,2,2.16,0,FALSE
NE,132,510,335-1838,no,no,0,110,16.92,80,10.97,124,5.63,3,2.62,0,FALSE
WI,94,510,355-6930,no,no,0,112,30.11,112,16.49,108,6.6,4,1.59,1,FALSE
CT,96,415,387-5860,no,yes,37,93,29.36,116,10.21,86,9.72,5,2.78,5,TRUE
WI,96,510,343-2605,no,yes,18,86,29.36,113,11.34,70,11.68,3,2.65,1,FALSE
IN,166,510,350-6759,no,no,0,115,34.71,152,15.29,109,9.76,5,2.57,1,FALSE
DC,74,415,371-1514,no,no,0,83,14.57,67,21.05,85,6.41,5,2.73,2,FALSE
AR,36,415,346-9317,no,no,0,117,26.79,58,15.67,99,10.82,1,3.21,0,FALSE
ME,113,415,398-4313,no,no,0,129,36.64,117,18.59,91,9.32,9,1.78,4,FALSE
MN,94,415,412-4399,no,no,0,98,30.86,88,16.99,114,12.95,5,1.78,1,FALSE
MD,67,415,330-1835,no,no,0,80,29.19,81,9.38,111,8.79,4,3.21,2,FALSE
FL,127,415,416-1676,no,no,0,106,45.32,168,22.51,119,9.32,2,1.59,1,TRUE
RI,121,408,329-7347,no,no,0,108,28.97,68,29.79,87,13.37,3,3.02,0,TRUE
IA,158,415,360-6868,no,no,0,106,26.86,114,24.86,89,10.85,4,2.46,1,FALSE
AZ,136,510,405-6641,no,no,0,117,15.64,77,21.56,90,9.63,10,2.78,1,FALSE
MO,196,415,393-2373,no,no,0,109,39.78,114,21.21,70,7.79,5,2.46,2,FALSE
VT,113,415,419-1714,no,no,0,111,46.26,118,22.82,105,9.62,10,2.3,1,TRUE
IN,122,408,336-3819,no,no,0,99,50.39,89,18.26,107,6.03,3,3.08,4,TRUE
RI,112,510,341-3464,no,no,0,101,33.05,82,16.18,107,8.25,2,3.08,0,FALSE
SD,209,415,413-5310,no,no,0,128,38.62,92,21.96,74,8.26,4,2.4,3,FALSE
MN,62,415,366-7912,no,no,0,109,42.28,118,18.7,78,11.96,2,3.56,1,TRUE
TX,110,415,399-8845,no,yes,38,102,40.17,112,16.65,82,8.26,6,2.62,1,FALSE
VA,16,510,368-2583,no,no,0,69,34.95,93,14.41,64,9.9,3,2.94,0,FALSE
MA,73,408,360-6309,no,no,0,136,16,122,23.83,77,9.23,4,2.65,0,FALSE
ID,128,408,359-5890,no,no,0,99,21.28,107,17.46,111,11.45,2,5.1,0,FALSE
MA,39,408,332-2462,no,no,0,158,10.27,120,26.03,46,5.58,3,3.35,1,FALSE
GA,103,415,381-9196,no,yes,28,105,20.57,100,22.98,76,7.22,4,2.08,2,FALSE
RI,119,415,329-3222,no,yes,29,66,20.03,114,21.83,76,6.64,3,2.05,3,FALSE
ID,173,510,363-5819,no,yes,21,96,39.51,118,18.01,102,12.29,5,1.35,3,FALSE
SD,128,510,413-9269,yes,yes,32,81,38,74,16.05,101,6.97,2,2.54,2,TRUE
MA,86,510,330-7483,no,no,0,79,29.97,97,22.03,78,12.93,3,1.67,0,FALSE
WY,114,415,403-7775,no,yes,32,79,21.28,105,15.11,89,10.46,3,3.48,1,FALSE
VA,104,408,360-2479,no,no,0,107,23.58,113,21.84,74,10.57,3,2.7,0,FALSE
OR,148,415,394-3791,no,no,0,134,14.67,92,20.96,91,11.32,4,3.05,1,FALSE
VA,129,408,384-2632,no,no,0,91,35.19,121,13.17,112,11.03,5,3.62,3,FALSE
ME,100,510,359-8466,no,yes,30,104,10,107,18.66,118,6.85,3,1.92,0,FALSE
AL,121,408,331-8909,no,yes,35,95,11.68,69,17.78,42,8.88,4,3.08,1,FALSE
GA,143,408,359-5160,no,yes,33,109,40.66,112,20.02,95,7.03,4,2.57,1,FALSE
IA,76,510,330-9833,no,no,0,130,33.71,86,18.45,96,8.48,3,3.38,0,FALSE
AZ,158,510,362-2314,no,no,0,97,34.88,77,20.45,108,3.59,12,3.89,0,FALSE
FL,116,510,338-8478,no,no,0,98,32.66,135,26.6,94,5.86,2,2.13,3,FALSE
MT,54,415,387-5453,no,no,0,83,46.34,74,21.14,111,8.88,2,2.57,1,TRUE
AL,86,415,380-3437,no,no,0,121,21.81,93,16.75,152,6.23,5,3.29,7,TRUE
DE,108,510,365-8779,no,no,0,99,28.83,87,22.45,78,9.28,4,2.51,0,FALSE
MT,66,510,407-2750,no,no,0,95,34.22,66,12.99,101,10.49,4,2.03,1,FALSE
KY,151,408,396-8265,no,yes,17,97,36.5,90,11.77,44,7.61,4,2.32,1,FALSE
SC,99,510,397-4304,no,no,0,70,28.76,77,23.08,104,7.66,2,2.86,0,FALSE
WA,55,415,333-2611,no,no,0,121,33,110,15.01,136,13.63,7,1.89,2,FALSE
OR,77,510,409-8814,no,no,0,104,39.75,94,22.65,104,9.57,3,2.05,2,FALSE
AK,78,408,336-5406,no,no,0,67,38.27,127,16.93,102,7.9,2,3.94,0,FALSE
GA,89,415,343-6940,no,no,0,63,36.21,71,15.01,126,11.82,1,2.46,1,TRUE
MN,101,415,361-9923,no,no,0,115,31.26,101,21.75,145,12.38,11,2.92,1,FALSE
IL,44,415,350-6639,no,yes,34,105,37.71,85,13.74,62,10.25,7,3.78,0,FALSE
IN,98,408,376-4300,no,yes,21,98,10.98,86,14.97,84,11.02,0,0,2,FALSE
SC,64,510,349-6567,no,yes,37,92,26.28,103,7.09,99,7.47,3,3.59,1,FALSE
VA,141,415,333-7749,no,no,0,131,44.23,120,15.23,119,6.08,8,1.94,3,FALSE
WI,81,415,408-6089,no,yes,33,117,27.47,90,10.46,101,11.76,5,3.29,1,FALSE
VT,162,510,375-2165,no,no,0,117,37.5,121,13.19,89,8.4,11,2.84,1,FALSE
AZ,83,415,400-6999,no,yes,41,122,26.5,107,13.8,105,5.74,5,3.54,3,FALSE
FL,100,510,420-7823,no,no,0,63,18.19,67,8.98,74,10.94,3,3.46,4,TRUE
AK,59,510,366-5241,no,no,0,104,31.03,95,17.4,100,10.35,8,3.05,4,FALSE
AR,179,415,413-3412,yes,yes,38,78,37.42,71,19.92,85,10.68,4,2.73,4,FALSE
AR,79,408,406-2752,no,no,0,112,25.87,132,15.06,87,4.34,3,1.43,1,FALSE
AK,117,415,337-8078,no,no,0,95,30.86,88,17.43,82,9.18,9,3.97,2,FALSE
MS,64,408,402-1942,yes,no,0,77,40.15,85,18.58,97,8.73,2,3.56,2,TRUE
ME,31,415,371-7917,no,no,0,105,28.24,93,6.74,98,9.62,2,3.43,1,FALSE
CA,124,408,343-6374,yes,no,0,89,41.58,80,16.05,114,9.27,4,3.05,1,FALSE
NM,122,408,385-8730,no,yes,23,85,22.81,132,19.32,96,5.51,2,2.3,2,FALSE
NE,37,408,393-7892,yes,yes,39,122,25.45,75,17.94,90,5.14,4,2.48,1,FALSE
SC,90,408,407-6748,no,yes,29,109,25.52,103,22.5,97,8.03,4,1.57,1,FALSE
CO,159,408,341-4463,yes,no,0,53,43.71,127,26.54,82,8.24,6,2.38,1,TRUE
DE,148,415,351-2587,no,no,0,83,21.15,81,15.27,99,11.39,6,3.05,0,FALSE
OH,39,415,421-9752,no,yes,36,121,24.09,113,19.75,131,9.99,5,3.24,1,FALSE
MS,77,408,356-4001,no,no,0,87,39.1,138,8.77,136,13.93,3,3.05,2,FALSE
OK,194,408,328-9869,no,no,0,88,27.59,118,18.16,81,8.64,2,2.94,0,FALSE
CO,154,415,343-5709,no,no,0,75,59.64,94,18.4,100,11.43,9,2.73,1,TRUE
NC,112,415,334-1872,no,no,0,96,32.86,123,22.45,115,5.79,3,2.46,4,FALSE
MD,45,415,350-1040,no,no,0,127,13.29,108,21.54,100,11.48,3,4.86,1,FALSE
KS,132,415,369-3214,no,no,0,110,14.18,137,19.74,114,6.6,5,2.05,1,FALSE
MA,128,415,385-6778,no,no,0,99,33.25,120,22.76,76,7.42,2,4.32,0,FALSE
NC,135,415,383-7689,no,no,0,81,34.31,114,19.13,82,9.2,6,2.78,1,FALSE
NM,56,408,385-5722,no,no,0,110,33.49,102,18.94,91,10.14,6,2.86,2,FALSE
CA,151,415,357-1909,yes,no,0,57,37.06,88,9.72,95,12.11,1,3.35,0,TRUE
NY,32,415,364-3567,no,no,0,98,28.02,96,19.54,108,7.53,2,4,2,FALSE
AZ,90,415,422-4241,no,no,0,77,30.46,99,17.91,58,12.46,6,2.48,2,FALSE
SD,87,415,370-2957,no,yes,21,113,36.38,114,15.3,82,6.05,5,2.86,0,FALSE
DC,138,415,329-6562,no,no,0,87,28.99,116,10.05,111,8.46,7,3.02,2,FALSE
ND,79,408,363-3515,no,no,0,123,34.97,108,18.23,106,10.17,18,1.81,1,FALSE
MO,95,415,374-7787,yes,no,0,84,28.14,112,24.33,89,8.95,2,3.11,1,TRUE
KS,127,415,345-2931,no,no,0,100,37.57,113,13.66,96,10.49,4,1.84,2,FALSE
SD,137,510,373-5732,no,no,0,118,41.16,93,16.24,50,9.84,2,3.97,3,FALSE
OK,97,415,348-7437,no,no,0,107,25.77,96,13.21,112,10.8,4,3.97,1,FALSE
OR,149,415,332-9460,yes,no,0,87,29.95,81,12.33,92,11.23,4,1.54,0,FALSE
IN,117,415,355-6531,yes,yes,22,82,33.32,82,27.43,120,10.15,5,1,1,FALSE
OH,84,408,336-9390,no,no,0,125,27.12,90,21,82,8.46,4,1.94,2,FALSE
KS,137,415,346-8581,no,no,0,113,39.13,79,18.73,111,9.21,7,2.89,4,FALSE
CT,99,415,363-8824,no,no,0,64,24.94,99,23.29,98,14.46,1,2.4,3,FALSE
NH,54,510,353-3351,no,no,0,102,35.79,83,17.38,53,5.75,5,2.3,1,FALSE
WI,85,415,360-4320,no,no,0,95,17.34,139,22.97,105,6.67,3,2.89,1,FALSE
MS,150,510,417-6252,no,no,0,99,21.42,73,20.27,100,12.83,6,2.75,3,FALSE
WV,43,415,393-4949,no,no,0,125,28.63,89,20.72,102,9.66,2,3,1,FALSE
MA,35,415,401-3156,no,no,0,129,17.95,129,21.95,77,9.59,3,2.35,0,FALSE
MD,98,415,338-6283,no,no,0,92,35.11,152,14.98,115,10.48,5,3.35,5,FALSE
PA,112,510,352-9017,no,no,0,76,36.91,100,17.44,91,8.36,3,2.54,2,FALSE
WI,16,510,405-5305,no,no,0,78,39.03,108,17.48,91,7.48,2,2.92,0,TRUE
TN,98,415,376-9249,no,yes,22,89,47.31,143,7.94,42,4.84,5,2.62,0,FALSE
TX,84,408,339-7139,no,no,0,102,23.56,93,16.92,137,9.18,4,2.11,0,FALSE
OR,94,415,328-6011,no,no,0,103,39.85,109,23.74,121,10.54,2,0.54,1,TRUE
IL,84,510,378-1303,no,no,0,129,30.86,112,11.11,118,8.39,4,2.3,1,FALSE
DC,66,415,402-5155,no,no,0,91,28.44,68,19.55,118,8.63,5,2.86,1,TRUE
GA,98,415,333-5430,no,yes,31,105,20.57,98,18.61,110,10.2,1,3.24,1,FALSE
ID,74,415,365-9696,no,no,0,124,37.59,94,9.42,112,10.8,3,2.86,0,FALSE
UT,96,408,410-4023,no,yes,26,108,24.79,89,16.34,96,7.43,2,2.67,1,FALSE
KY,119,510,411-7649,no,no,0,122,37.88,107,13.87,112,7.23,6,3.02,1,FALSE
OH,73,415,338-4065,no,no,0,80,31.18,115,20.57,100,9.06,3,2.03,4,FALSE
WI,92,415,421-9401,yes,no,0,91,44.93,115,13.68,73,8.94,5,2.51,0,FALSE
IL,21,415,343-9658,no,no,0,78,24.82,79,9.32,108,11.13,7,1.84,0,FALSE
DE,122,510,332-5521,no,no,0,134,26.71,122,15.72,59,8.87,5,2.3,4,TRUE
RI,133,510,349-4369,yes,no,0,108,21.64,81,21.36,88,6.08,3,2.78,1,FALSE
TX,145,415,351-4288,no,no,0,110,31.94,117,16.75,108,7.52,4,1.3,2,FALSE
OR,25,408,422-5874,no,no,0,90,30.4,72,12,99,9.14,5,2.27,2,FALSE
NV,64,415,396-2324,no,no,0,80,16.52,90,15.83,92,8.5,6,2.81,2,FALSE
NE,85,415,416-5662,no,no,0,85,44.17,117,20.6,72,7.6,1,1.46,0,FALSE
MS,126,415,363-9663,no,no,0,112,43.61,90,16.96,122,8.47,5,1.89,3,FALSE
OR,76,415,410-9477,no,no,0,77,28.82,87,10.54,92,9.87,3,2.7,0,FALSE
DE,113,415,352-4418,no,no,0,47,40.75,110,24.05,88,10.73,3,2.35,2,TRUE
DE,224,510,361-6563,yes,no,0,99,29.16,103,13.6,102,9.56,2,1.35,1,TRUE
AZ,117,408,417-4404,no,no,0,84,40.78,106,14.86,93,9.43,2,2.65,0,FALSE
SD,128,408,372-8048,no,yes,34,73,24.19,79,16.56,81,10.77,6,4.32,1,FALSE
NV,115,415,356-3646,no,no,0,98,31.3,73,27.8,106,9.56,6,2.03,2,FALSE
NM,141,415,351-9604,no,yes,28,126,35.17,126,22.47,124,7.73,11,2.51,2,FALSE
MN,51,510,355-9581,no,no,0,114,44.18,94,14.98,112,3.47,1,4.13,1,FALSE
NJ,100,415,396-5189,no,no,0,122,34.65,76,24.06,83,8.88,3,3.38,0,FALSE
IN,96,415,356-9187,no,yes,45,124,42.3,77,11.93,102,11.86,2,2.78,3,FALSE
DC,112,415,394-5537,no,yes,16,110,37.67,123,11.07,108,9,3,3.05,1,FALSE
MA,129,510,408-2712,yes,no,0,131,32.79,101,15.77,130,9.23,4,2.94,1,FALSE
ME,163,415,404-4486,no,no,0,129,20.81,108,9.64,97,8.11,7,3.38,1,FALSE
NH,67,415,355-1113,no,yes,40,65,17.83,93,18.39,128,9.78,9,2.59,1,FALSE
AZ,140,408,411-4674,no,no,0,91,29.44,106,16.73,128,9.42,5,3.02,3,FALSE
OR,49,510,376-4519,no,no,0,69,20.3,92,23.23,153,9.65,7,3.35,2,FALSE
KS,46,510,365-5979,no,no,0,100,42.55,90,22.15,104,8.78,2,3.59,2,TRUE
NE,148,415,382-2879,no,no,0,98,30.31,110,24.02,98,8.15,4,3.08,1,FALSE
MI,112,510,420-1383,no,no,0,77,41.38,97,15.48,94,11.66,2,3.46,1,FALSE
SC,78,415,411-7390,no,no,0,106,26.35,101,14.9,125,7,5,3.19,2,FALSE
PA,61,408,383-8848,no,yes,31,101,49.08,102,17.32,49,9.14,3,2.32,0,FALSE
MT,58,510,387-9301,no,yes,29,80,40.87,91,10.11,108,7.39,3,3.02,1,FALSE
NM,155,415,399-3164,no,no,0,123,32.35,96,25.61,134,9.66,3,2.16,1,FALSE
OH,100,510,385-8997,no,no,0,76,47.26,74,15.02,126,9.88,4,2.24,0,TRUE
WY,113,510,352-6573,no,no,0,93,26.35,106,28.1,123,8.52,3,3.65,1,FALSE
MI,81,415,408-3384,no,no,0,99,26.1,102,16.8,86,8.93,2,1.7,2,FALSE
AR,135,510,419-6033,no,yes,27,141,46.48,99,13.09,112,11.06,6,3.32,1,FALSE
FL,99,408,336-2090,no,no,0,93,26.4,95,22.58,67,6.56,4,3.35,0,FALSE
AR,59,510,343-7242,no,yes,29,114,22.63,82,18.8,103,5.92,3,1.84,1,FALSE
MO,135,510,376-1713,no,no,0,129,41.96,121,15.96,109,6.95,5,3.4,1,FALSE
WI,85,408,381-5878,yes,no,0,107,28.12,126,16.66,110,15.71,7,2.59,2,FALSE
TX,70,510,390-5470,no,no,0,103,10.12,106,21.86,86,9.37,6,3,0,FALSE
TX,88,510,414-4803,no,no,0,116,23.51,138,20.06,110,8.06,4,2.59,3,FALSE
NM,55,510,382-5478,no,no,0,100,48.74,121,11.42,122,8.68,5,1.86,2,FALSE
GA,75,415,333-7637,no,no,0,114,19.94,61,17.09,82,4.86,3,3.29,1,FALSE
ID,79,510,341-1647,no,yes,21,79,44.93,118,17.24,92,7.8,3,1.7,4,FALSE
AL,85,408,411-4232,no,no,0,107,21.74,124,23.05,76,9.1,5,3.38,0,FALSE
KS,86,408,339-2616,no,yes,23,107,38.34,105,20.94,81,11.06,2,2.65,0,FALSE
SD,91,510,327-3850,no,no,0,115,25.33,105,20.85,94,11.7,3,2.24,0,FALSE
LA,149,415,328-7209,no,yes,20,77,33.81,88,23.29,76,8.58,9,3.86,1,FALSE
OH,97,408,405-6189,no,no,0,125,43.59,100,23.28,101,10.02,1,3,1,TRUE
MA,88,415,418-6737,no,no,0,124,45.02,112,20.86,115,7.22,2,4,1,TRUE
AZ,60,415,366-2212,no,no,0,88,16.69,69,15.34,69,10.06,2,2.51,2,FALSE
KY,54,408,356-1420,no,no,0,99,27.17,64,22.44,70,5.21,7,2.62,2,FALSE
DC,11,415,343-1323,no,yes,28,86,32.4,122,18.71,80,8.11,3,1.62,3,FALSE
WA,109,415,361-8239,no,no,0,120,31.28,119,10.23,86,6.92,3,2.97,0,FALSE
UT,90,415,384-1621,no,no,0,128,44.51,104,18.75,91,6.15,5,2.59,1,FALSE
RI,115,408,360-3525,no,no,0,109,25.14,117,19.41,90,13.49,9,2.59,3,FALSE
OH,144,415,392-3813,no,yes,18,109,18.09,113,9.19,111,9.38,5,2.73,1,FALSE
NV,91,408,337-6898,no,no,0,75,22.73,87,16.6,89,12.62,2,1.59,0,FALSE
ND,105,415,366-8036,no,yes,23,85,32.9,90,18.72,111,12.26,5,2.3,0,FALSE
NV,71,415,352-8327,yes,no,0,113,30.29,94,14.26,111,8.19,3,3.67,3,TRUE
FL,132,510,334-9505,no,yes,36,103,38.45,125,15.44,102,11.65,5,2.84,3,TRUE
MD,112,415,336-5702,no,no,0,103,28.97,71,17.02,100,11.62,4,3.13,1,FALSE
AZ,86,415,392-2381,no,yes,32,163,12.05,121,14.17,105,11.02,5,3,3,FALSE
AL,41,510,369-6880,no,yes,34,63,33.05,110,21.67,115,7.21,9,4.64,2,FALSE
NE,44,415,416-8697,no,no,0,146,40.85,83,13.99,106,10.83,2,2.86,1,FALSE
NV,78,408,345-3451,no,no,0,116,12.75,87,21.14,83,7.92,6,2.57,3,FALSE
IL,149,408,379-2514,no,no,0,117,11.75,100,11.59,53,8.18,3,1.7,1,FALSE
WV,72,510,418-6651,no,yes,33,59,16.42,98,26.81,117,7.35,4,1.67,4,TRUE
MI,139,415,421-3528,no,yes,20,101,36.48,132,19.98,132,7.33,12,4,0,FALSE
AR,74,510,329-9046,no,no,0,111,25.25,42,12.45,83,13.01,6,2.67,3,FALSE
UT,50,510,406-3890,no,no,0,106,43.88,106,13.72,110,10.13,5,3.16,1,FALSE
GA,141,510,403-8904,no,yes,23,112,25.45,118,13.81,115,9.91,2,2.05,3,FALSE
AZ,140,408,393-4086,no,no,0,134,25.47,98,13.97,124,13.26,2,2.19,1,FALSE
ID,99,408,400-1367,no,no,0,102,32.37,107,13.44,92,12.22,4,3.02,2,FALSE
HI,166,408,377-9473,no,no,0,108,30.84,54,21.57,94,5.05,6,3.13,1,FALSE
NV,124,408,396-3068,no,no,0,123,25.69,104,15.93,93,11.49,3,1.43,1,FALSE
MD,74,415,331-9293,no,no,0,116,26.47,63,14.76,97,11.58,4,2.19,0,FALSE
GA,117,510,347-1914,no,no,0,95,25.48,110,21.77,92,9.57,13,3.59,2,FALSE
GA,85,510,395-1962,no,no,0,132,37.79,101,19.68,75,10.06,2,2.97,3,FALSE
UT,36,415,401-5485,no,yes,16,111,25.4,113,11.2,87,5.97,2,1.81,0,FALSE
MA,102,510,355-6560,yes,no,0,103,39.75,131,18.84,106,6.61,3,3.46,0,FALSE
IN,76,415,363-3911,no,no,0,100,34.71,139,24.87,105,10.99,2,2.84,0,FALSE
VT,165,510,345-1998,no,no,0,126,41.29,65,17.83,126,10.28,0,0,1,FALSE
IA,130,415,361-5277,no,no,0,119,25.57,99,19.59,76,8.38,4,3.32,1,FALSE
IN,78,415,376-7145,no,no,0,119,35.51,132,21.45,120,12.61,7,3.46,0,FALSE
AL,55,415,375-2975,yes,no,0,91,32.62,110,21.77,101,9.17,6,3.86,1,TRUE
ME,92,415,376-8573,yes,no,0,113,22.22,122,22.15,98,10.99,2,2.54,2,TRUE
RI,129,415,366-7360,no,yes,33,104,20.33,88,23.69,175,11.85,2,1.59,2,FALSE
MD,18,408,347-7898,no,no,0,93,46.51,116,9.74,120,11.28,4,2.21,1,FALSE
FL,161,415,390-7328,yes,no,0,114,26.54,63,15.33,115,8.08,9,3,2,FALSE
CA,93,415,356-5491,no,yes,36,134,30.38,102,15.18,82,5.71,4,2.16,2,FALSE
AL,144,415,373-3251,no,no,0,93,30.18,75,24.43,118,8.12,3,3.21,2,FALSE
ME,75,408,343-1965,yes,no,0,61,35.92,119,8.98,63,7.92,4,2.62,4,TRUE
WV,95,415,378-8019,no,no,0,91,29.78,109,20.77,95,3.41,2,2.03,1,FALSE
SD,126,415,386-1548,no,yes,23,102,19.43,103,16.18,111,10.82,7,3.4,3,FALSE
FL,124,415,397-1649,no,yes,28,104,42.74,89,19.13,121,11.34,5,2.03,1,FALSE
MI,93,415,366-7247,yes,no,0,61,36.87,120,17.63,110,9.98,5,4.73,1,TRUE
MI,109,415,402-9691,yes,yes,26,138,36.92,111,12.37,76,12.63,3,2.51,0,FALSE
NM,80,510,334-9806,no,no,0,97,35.07,98,13.17,82,11.86,12,3.35,0,FALSE
AK,41,415,378-7733,no,no,0,66,27.08,75,10.7,76,11.79,5,3,1,FALSE
OH,136,415,407-2248,no,yes,31,88,24.33,65,20.11,120,10.25,5,3.08,2,FALSE
MO,92,415,405-3916,no,no,0,122,26.18,88,28.03,117,12.96,2,1.51,3,TRUE
KS,143,408,407-2081,no,yes,24,69,31.72,116,18.87,138,10.57,5,3.13,1,FALSE
MS,118,415,397-9148,no,yes,26,114,29.04,125,16.96,98,7.64,5,2.59,5,TRUE
VT,193,408,415-4857,no,yes,17,102,21.08,81,17.25,129,9.23,3,3.32,1,FALSE
NE,73,415,354-7314,no,no,0,94,33.71,101,23.74,87,6.58,8,4,3,FALSE
VA,62,408,346-5611,no,no,0,101,29.38,97,17.41,90,10.84,8,2.46,2,FALSE
DE,30,415,349-4703,no,yes,30,74,36.96,86,18.17,104,10.22,3,1.78,0,FALSE
AL,60,408,411-7778,yes,yes,29,113,45.2,94,18.34,82,4.86,12,3.78,0,TRUE
ID,148,510,421-1469,no,yes,14,137,15.91,72,16.47,84,6.52,5,4.73,1,FALSE
MS,96,510,420-5990,no,no,0,100,16.69,88,26.11,120,8.21,1,2.05,2,FALSE
OK,52,408,389-4780,no,no,0,68,36.5,138,13.48,114,5.55,4,2.54,2,FALSE
NM,87,415,357-2735,no,no,0,92,28.59,100,19.1,99,7.63,3,3.48,1,FALSE
WI,41,408,409-4791,no,no,0,97,34.49,104,13.07,92,5.11,3,2.43,3,FALSE
WV,112,415,380-5286,no,no,0,108,44.44,102,13.13,90,5.89,2,3.13,1,FALSE
SC,88,510,394-8402,no,no,0,86,12.46,82,13.72,76,10.78,3,2.21,4,TRUE
KY,122,408,392-1616,no,yes,27,84,43.13,109,19.48,123,8.57,5,2.48,7,FALSE
MO,61,408,364-1969,no,no,0,108,7.65,74,12.86,94,6.88,6,2.65,2,FALSE
IL,87,510,390-4152,no,no,0,105,39.32,108,14.59,136,3.05,6,3.51,1,FALSE
OK,176,408,367-7039,no,no,0,125,8.06,90,14.26,107,7.34,8,2.84,2,FALSE
MI,30,510,391-6607,no,no,0,88,38.66,100,15.51,134,8.63,3,3.38,0,FALSE
NJ,95,415,379-6652,no,yes,22,126,6.95,90,11.34,91,11.89,7,3.21,0,FALSE
ID,46,415,384-1833,no,no,0,133,21.22,143,13.37,72,8.97,4,2.32,2,FALSE
DC,100,510,403-2455,yes,no,0,110,11.65,115,28.65,99,9.23,9,3.27,0,FALSE
NY,47,415,391-1348,no,yes,37,77,27.8,102,17.26,87,10.44,4,2.11,2,FALSE
AL,77,415,408-4174,no,no,0,112,27.71,89,18.62,66,10.5,3,1.81,2,FALSE
OR,98,415,366-4334,no,yes,38,61,36.33,104,21.51,73,9.35,5,2.89,2,FALSE
OK,125,415,406-5059,no,yes,36,117,34.22,78,3.59,104,5.66,3,1.46,1,FALSE
LA,67,510,373-6784,no,no,0,97,52.77,123,5.65,99,11.09,10,2.48,4,FALSE
NE,194,408,408-3532,no,no,0,101,8.23,138,23.89,87,9.83,1,4.91,1,FALSE
TX,128,415,350-8680,no,yes,40,88,29.1,109,12.38,93,8.86,6,3.78,1,FALSE
UT,190,415,398-9870,no,yes,22,93,28.31,92,15.56,102,5.44,3,2.3,0,FALSE
OR,165,415,343-3356,no,no,0,126,36.82,104,16.22,123,10.11,8,3.35,0,FALSE
NY,59,408,415-4609,no,no,0,113,18.33,125,18.41,92,9.79,3,2.67,2,FALSE
AL,47,408,404-5387,no,yes,28,94,24.02,108,14.28,84,5.11,2,2.11,1,FALSE
RI,150,415,415-8151,no,yes,29,77,35.68,52,13.43,113,6.39,1,1.78,0,FALSE
MN,152,415,416-2778,yes,yes,20,120,40.38,94,21.54,80,11.93,3,3.83,9,TRUE
NC,26,415,393-3300,no,no,0,109,39.87,129,18.4,94,8.62,6,0.95,3,FALSE
MD,79,510,391-7661,no,yes,31,90,17.53,135,20.66,92,3.44,8,3.29,3,FALSE
RI,95,510,339-4317,no,yes,27,106,22.02,90,21.16,115,12.06,3,3.21,1,FALSE
WI,69,510,418-6455,yes,no,0,90,47.57,91,21.14,118,7.69,10,2.27,2,TRUE
VT,95,510,378-3508,yes,yes,41,91,23.26,61,17.07,67,6.02,9,2.78,5,TRUE
CT,31,415,390-9359,no,yes,31,54,17.02,97,20.94,131,11.48,3,1.59,0,FALSE
OK,121,408,364-2495,no,yes,31,63,40.31,117,17.48,85,8.85,5,2.73,4,FALSE
AK,111,415,364-7719,no,no,0,58,29.38,108,15.56,104,7.15,3,2.13,4,TRUE
NY,157,415,421-1189,no,no,0,111,38.17,99,17.06,118,5.25,2,3.11,2,FALSE
GA,44,510,419-8987,no,no,0,112,48.98,92,21.93,90,8.66,4,2.75,3,TRUE
UT,61,510,402-9980,yes,no,0,103,13.29,149,16.65,100,4.86,6,2.73,2,FALSE
NM,65,415,376-5908,no,no,0,80,25.28,94,22.02,107,6.73,6,3.43,2,FALSE
NE,74,415,400-3150,no,yes,25,84,33.08,103,10.19,75,7.9,2,3.54,2,FALSE
NJ,123,408,336-1749,no,no,0,77,27.12,92,25.82,120,10.21,4,3.24,0,FALSE
TX,58,408,420-1259,no,yes,20,110,33.07,89,18.16,92,10.65,2,2.57,1,FALSE
MT,74,408,339-7541,no,no,0,96,29.6,94,21.34,123,11.59,5,2.24,2,TRUE
CO,125,415,378-9029,no,no,0,97,22.41,100,11.62,119,13.87,6,2.08,2,FALSE
VT,80,415,342-7514,no,no,0,103,27.3,109,20.15,88,11.03,1,2.89,1,FALSE
RI,53,408,422-4956,no,yes,18,107,24.96,84,26.35,130,8.04,7,1.94,0,FALSE
WY,99,408,389-8606,no,yes,28,88,34.12,116,22.46,102,7.77,5,2.46,1,FALSE
